method,backbone_name,lambda,alpha,beta,normalization,HR@1,HR@3,HR@5,HR@10,NDCG@1,NDCG@3,NDCG@5,NDCG@10,MRR,MRR@10,Recall@10,positive_rank_mean,positive_rank_median,candidate_pool_size_mean,candidate_pool_size_min,candidate_pool_size_max,hr10_trivial_flag,rank_change_rate,top10_order_change_rate,mean_kendall_tau,base_risk_spearman,relative_NDCG_vs_backbone,relative_MRR_vs_backbone,relative_HR_vs_backbone
A_GRU4Rec_only,llmesr_gru4rec,0.0,1.0,0.0,minmax,0.098,0.434,0.862,1.0,0.098,0.28040227289286035,0.4563176795872131,0.5054742714081201,0.34873333333333334,0.34873333333333334,1.0,3.728,4.0,6.0,6.0,6.0,True,0.0,0.0,0.9999999999999998,0.1381063590936022,0.0,0.0,0.0
B_GRU4Rec_plus_calibrated_relevance,llmesr_gru4rec,0.0,0.5,0.5,minmax,0.194,0.576,0.882,1.0,0.194,0.4088292151500053,0.5357956293281898,0.5778280774069364,0.44233333333333336,0.44233333333333336,1.0,3.2,3.0,6.0,6.0,6.0,True,0.586,0.84,0.6021333333333332,0.1381063590936022,0.14314043283994937,0.26839992353278536,0.0
B_GRU4Rec_plus_calibrated_relevance,llmesr_gru4rec,0.0,0.75,0.25,minmax,0.12,0.538,0.884,1.0,0.12,0.3538766531785769,0.4968430646562094,0.5381630983607399,0.38993333333333335,0.38993333333333335,1.0,3.402,3.0,6.0,6.0,6.0,True,0.4223333333333334,0.742,0.7575999999999999,0.1381063590936022,0.0646696158472266,0.1181418466832346,0.0
B_GRU4Rec_plus_calibrated_relevance,llmesr_gru4rec,0.0,0.9,0.09999999999999998,minmax,0.104,0.518,0.888,1.0,0.104,0.3329961986000049,0.48603590496636573,0.5259311099224642,0.37396666666666667,0.37396666666666667,1.0,3.474,3.0,6.0,6.0,6.0,True,0.328,0.62,0.8141333333333333,0.1381063590936022,0.04047058311663749,0.07235710189256356,0.0
C_GRU4Rec_plus_evidence_risk,llmesr_gru4rec,0.0,1.0,0.0,minmax,0.098,0.434,0.862,1.0,0.098,0.28040227289286035,0.4563176795872131,0.5054742714081201,0.34873333333333334,0.34873333333333334,1.0,3.728,4.0,6.0,6.0,6.0,True,0.0,0.0,0.9999999999999998,0.1381063590936022,0.0,0.0,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.0,0.5,0.5,minmax,0.194,0.576,0.882,1.0,0.194,0.4088292151500053,0.5357956293281898,0.5778280774069364,0.44233333333333336,0.44233333333333336,1.0,3.2,3.0,6.0,6.0,6.0,True,0.586,0.84,0.6021333333333332,0.1381063590936022,0.14314043283994937,0.26839992353278536,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.0,0.75,0.25,minmax,0.12,0.538,0.884,1.0,0.12,0.3538766531785769,0.4968430646562094,0.5381630983607399,0.38993333333333335,0.38993333333333335,1.0,3.402,3.0,6.0,6.0,6.0,True,0.4223333333333334,0.742,0.7575999999999999,0.1381063590936022,0.0646696158472266,0.1181418466832346,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.0,0.9,0.09999999999999998,minmax,0.104,0.518,0.888,1.0,0.104,0.3329961986000049,0.48603590496636573,0.5259311099224642,0.37396666666666667,0.37396666666666667,1.0,3.474,3.0,6.0,6.0,6.0,True,0.328,0.62,0.8141333333333333,0.1381063590936022,0.04047058311663749,0.07235710189256356,0.0
C_GRU4Rec_plus_evidence_risk,llmesr_gru4rec,0.05,1.0,0.0,minmax,0.094,0.444,0.884,1.0,0.094,0.2847115704285749,0.4667592183382631,0.5080792520427937,0.3515,0.3515,1.0,3.65,4.0,6.0,6.0,6.0,True,0.283,0.576,0.8453333333333333,0.1381063590936022,0.0051535375429036705,0.007933473523226839,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.05,0.5,0.5,minmax,0.202,0.572,0.884,1.0,0.202,0.41135293416429114,0.5401145801758168,0.5814346138803473,0.44726666666666665,0.44726666666666665,1.0,3.198,3.0,6.0,6.0,6.0,True,0.6186666666666667,0.906,0.5445333333333332,0.1381063590936022,0.15027538842010985,0.2825463582489007,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.05,0.75,0.25,minmax,0.128,0.526,0.888,1.0,0.128,0.35187665317857697,0.501646242083706,0.5415414470398046,0.3945,0.3945,1.0,3.392,3.0,6.0,6.0,6.0,True,0.479,0.83,0.6968,0.1381063590936022,0.07135313837282103,0.1312368571974766,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.05,0.9,0.09999999999999998,minmax,0.11,0.498,0.888,1.0,0.11,0.32547247958571907,0.4872133646152254,0.5271085695713239,0.37573333333333336,0.37573333333333336,1.0,3.484,4.0,6.0,6.0,6.0,True,0.388,0.734,0.7589333333333332,0.1381063590936022,0.042799998708017914,0.0774230548652266,0.0
C_GRU4Rec_plus_evidence_risk,llmesr_gru4rec,0.1,1.0,0.0,minmax,0.09,0.442,0.884,1.0,0.09,0.2817115704285749,0.46453292395273216,0.5058529576572628,0.3485666666666666,0.3485666666666666,1.0,3.662,4.0,6.0,6.0,6.0,True,0.313,0.63,0.8293333333333333,0.1381063590936022,0.0007491701765310465,-0.00047792009176092335,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.1,0.5,0.5,minmax,0.206,0.572,0.884,1.0,0.206,0.4123054961357195,0.5413300846522782,0.5826501183568089,0.4489,0.4489,1.0,3.192,3.0,6.0,6.0,6.0,True,0.6313333333333333,0.924,0.5312,0.1381063590936022,0.15268006961797873,0.2872299751481553,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.1,0.75,0.25,minmax,0.132,0.516,0.884,1.0,0.132,0.3467817771214336,0.4987848353682922,0.5401048690728228,0.39293333333333336,0.39293333333333336,1.0,3.426,3.0,6.0,6.0,6.0,True,0.48,0.854,0.6957333333333333,0.1381063590936022,0.06851109863263846,0.12674440833492645,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.1,0.9,0.09999999999999998,minmax,0.108,0.474,0.886,1.0,0.108,0.3111631820500045,0.48202836135041466,0.5226359806807291,0.37016666666666664,0.37016666666666664,1.0,3.534,4.0,6.0,6.0,6.0,True,0.3713333333333333,0.722,0.776,0.1381063590936022,0.03395169693761268,0.06146052380042048,0.0
C_GRU4Rec_plus_evidence_risk,llmesr_gru4rec,0.2,1.0,0.0,minmax,0.094,0.432,0.882,1.0,0.094,0.2792352894428608,0.46594029293999367,0.5079727410187403,0.3514,0.3514,1.0,3.654,4.0,6.0,6.0,6.0,True,0.371,0.732,0.7997333333333331,0.1381063590936022,0.004942822517277076,0.007646721468170476,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.2,0.5,0.5,minmax,0.212,0.558,0.878,1.0,0.212,0.40778177712143365,0.5399888355975464,0.583446112424725,0.45026666666666665,0.45026666666666665,1.0,3.216,3.0,6.0,6.0,6.0,True,0.6436666666666667,0.938,0.5224,0.1381063590936022,0.15425481656938864,0.29114891990059255,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.2,0.75,0.25,minmax,0.132,0.492,0.89,1.0,0.132,0.3332106200785762,0.4979586800642811,0.5371414706461635,0.3892333333333334,0.3892333333333334,1.0,3.454,4.0,6.0,6.0,6.0,True,0.4933333333333333,0.86,0.6917333333333333,0.1381063590936022,0.06264848881393469,0.1161345822978399,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.2,0.9,0.09999999999999998,minmax,0.11,0.45,0.888,1.0,0.11,0.29780644648571825,0.47916803628261506,0.5190632412387135,0.3658666666666667,0.3658666666666667,1.0,3.584,4.0,6.0,6.0,6.0,True,0.4086666666666666,0.792,0.7645333333333333,0.1381063590936022,0.026883603378542082,0.049130185432995604,0.0
C_GRU4Rec_plus_evidence_risk,llmesr_gru4rec,0.5,1.0,0.0,minmax,0.114,0.406,0.862,1.0,0.114,0.27597342993571783,0.4647366077712249,0.5138931995921319,0.3599666666666667,0.3599666666666667,1.0,3.694,4.0,6.0,6.0,6.0,True,0.5046666666666667,0.874,0.7034666666666666,0.1381063590936022,0.016655502881598405,0.03221181418466844,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.5,0.5,0.5,minmax,0.19,0.51,0.864,1.0,0.19,0.3693776035285758,0.5154388374640846,0.5638830149107755,0.42519999999999997,0.42519999999999997,1.0,3.38,3.0,6.0,6.0,6.0,True,0.6336666666666667,0.922,0.5082666666666666,0.1381063590936022,0.1155523570763431,0.21926973809978959,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.5,0.75,0.25,minmax,0.156,0.442,0.876,1.0,0.156,0.3152352894428608,0.4940853454923646,0.5382550366937594,0.3919666666666667,0.3919666666666667,1.0,3.554,4.0,6.0,6.0,6.0,True,0.5476666666666666,0.908,0.6479999999999999,0.1381063590936022,0.06485150113441113,0.12397247180271462,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.5,0.9,0.09999999999999998,minmax,0.116,0.42,0.866,1.0,0.116,0.2855445869785754,0.4703515892400593,0.5180833523125342,0.3652,0.3652,1.0,3.648,4.0,6.0,6.0,6.0,True,0.5256666666666666,0.89,0.6898666666666665,0.1381063590936022,0.024945049862357037,0.04721850506595302,0.0
A_GRU4Rec_only,llmesr_gru4rec,0.0,1.0,0.0,zscore,0.098,0.434,0.862,1.0,0.098,0.28040227289286035,0.4563176795872131,0.5054742714081201,0.34873333333333334,0.34873333333333334,1.0,3.728,4.0,6.0,6.0,6.0,True,0.0,0.0,0.9999999999999998,0.1381063590936022,0.0,0.0,0.0
B_GRU4Rec_plus_calibrated_relevance,llmesr_gru4rec,0.0,0.5,0.5,zscore,0.198,0.596,0.898,1.0,0.198,0.4226622317000058,0.5478182921442191,0.5841514252292372,0.4502333333333334,0.4502333333333334,1.0,3.128,3.0,6.0,6.0,6.0,True,0.59,0.842,0.6002666666666666,0.1381063590936022,0.15565016514479174,0.2910533358822406,0.0
B_GRU4Rec_plus_calibrated_relevance,llmesr_gru4rec,0.0,0.75,0.25,zscore,0.118,0.526,0.884,1.0,0.118,0.3458292151500053,0.4939637453245185,0.535283779029049,0.38626666666666665,0.38626666666666665,1.0,3.426,3.0,6.0,6.0,6.0,True,0.39466666666666667,0.722,0.7762666666666665,0.1381063590936022,0.058973343070236564,0.10762760466450003,0.0
B_GRU4Rec_plus_calibrated_relevance,llmesr_gru4rec,0.0,0.9,0.09999999999999998,zscore,0.102,0.52,0.89,1.0,0.102,0.332472479585719,0.48559983345375757,0.5247826240356401,0.37239999999999995,0.37239999999999995,1.0,3.474,3.0,6.0,6.0,6.0,True,0.316,0.602,0.8208,0.1381063590936022,0.03819848747935678,0.06786465303001323,0.0
C_GRU4Rec_plus_evidence_risk,llmesr_gru4rec,0.0,1.0,0.0,zscore,0.098,0.434,0.862,1.0,0.098,0.28040227289286035,0.4563176795872131,0.5054742714081201,0.34873333333333334,0.34873333333333334,1.0,3.728,4.0,6.0,6.0,6.0,True,0.0,0.0,0.9999999999999998,0.1381063590936022,0.0,0.0,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.0,0.5,0.5,zscore,0.198,0.596,0.898,1.0,0.198,0.4226622317000058,0.5478182921442191,0.5841514252292372,0.4502333333333334,0.4502333333333334,1.0,3.128,3.0,6.0,6.0,6.0,True,0.59,0.842,0.6002666666666666,0.1381063590936022,0.15565016514479174,0.2910533358822406,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.0,0.75,0.25,zscore,0.118,0.526,0.884,1.0,0.118,0.3458292151500053,0.4939637453245185,0.535283779029049,0.38626666666666665,0.38626666666666665,1.0,3.426,3.0,6.0,6.0,6.0,True,0.39466666666666667,0.722,0.7762666666666665,0.1381063590936022,0.058973343070236564,0.10762760466450003,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.0,0.9,0.09999999999999998,zscore,0.102,0.52,0.89,1.0,0.102,0.332472479585719,0.48559983345375757,0.5247826240356401,0.37239999999999995,0.37239999999999995,1.0,3.474,3.0,6.0,6.0,6.0,True,0.316,0.602,0.8208,0.1381063590936022,0.03819848747935678,0.06786465303001323,0.0
C_GRU4Rec_plus_evidence_risk,llmesr_gru4rec,0.05,1.0,0.0,zscore,0.092,0.444,0.884,1.0,0.092,0.28397342993571784,0.4659334303437283,0.5072534640482589,0.35040000000000004,0.35040000000000004,1.0,3.654,4.0,6.0,6.0,6.0,True,0.2826666666666666,0.576,0.8458666666666665,0.1381063590936022,0.00351984807294434,0.004779200917606687,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.05,0.5,0.5,zscore,0.2,0.59,0.894,1.0,0.2,0.4206622317000057,0.5461537602502997,0.58391172208375,0.45013333333333333,0.45013333333333333,1.0,3.15,3.0,6.0,6.0,6.0,True,0.6136666666666667,0.902,0.5469333333333333,0.1381063590936022,0.1551759508097683,0.29076658382718407,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.05,0.75,0.25,zscore,0.124,0.506,0.886,1.0,0.124,0.3375199176142908,0.49530462706977396,0.5359122464000885,0.3873,0.3873,1.0,3.436,3.0,6.0,6.0,6.0,True,0.45333333333333337,0.812,0.7143999999999998,0.1381063590936022,0.060216665246237235,0.11059070923341609,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.05,0.9,0.09999999999999998,zscore,0.11,0.492,0.888,1.0,0.11,0.32168690106429026,0.486011845442237,0.5259070503983355,0.37423333333333336,0.37423333333333336,1.0,3.496,4.0,6.0,6.0,6.0,True,0.37333333333333335,0.7,0.7677333333333333,0.1381063590936022,0.04042298519624952,0.07312177403938068,0.0
C_GRU4Rec_plus_evidence_risk,llmesr_gru4rec,0.1,1.0,0.0,zscore,0.09,0.446,0.884,1.0,0.09,0.283449710921432,0.4647236532166511,0.5060436869211817,0.34876666666666667,0.34876666666666667,1.0,3.656,4.0,6.0,6.0,6.0,True,0.30466666666666664,0.618,0.8333333333333333,0.1381063590936022,0.0011264975197954636,9.5584018352121e-05,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.1,0.5,0.5,zscore,0.196,0.582,0.888,1.0,0.196,0.41387665317857697,0.5404924773500507,0.5803876823061491,0.4456,0.4456,1.0,3.178,3.0,6.0,6.0,6.0,True,0.6213333333333333,0.916,0.5426666666666667,0.1381063590936022,0.14820420174767698,0.2777671573312942,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.1,0.75,0.25,zscore,0.126,0.498,0.886,1.0,0.126,0.3342580581071478,0.4947870000137965,0.5353946193441111,0.3868333333333333,0.3868333333333333,1.0,3.458,4.0,6.0,6.0,6.0,True,0.457,0.828,0.7128,0.1381063590936022,0.05919262290569361,0.10925253297648624,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.1,0.9,0.09999999999999998,zscore,0.11,0.474,0.892,1.0,0.11,0.31033016550000403,0.48360410914549923,0.5220744853531657,0.3694666666666667,0.3694666666666667,1.0,3.536,4.0,6.0,6.0,6.0,True,0.371,0.716,0.7786666666666666,0.1381063590936022,0.03284086823806431,0.059453259415025946,0.0
C_GRU4Rec_plus_evidence_risk,llmesr_gru4rec,0.2,1.0,0.0,zscore,0.092,0.432,0.886,1.0,0.092,0.27823528944286074,0.46640005666725415,0.5070076759975687,0.3501,0.3501,1.0,3.656,4.0,6.0,6.0,6.0,True,0.35533333333333333,0.706,0.8066666666666665,0.1381063590936022,0.003033595726201751,0.0039189447524374385,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.2,0.5,0.5,zscore,0.198,0.558,0.878,1.0,0.198,0.4005199176142908,0.5329022710937589,0.5763595479209376,0.44079999999999997,0.44079999999999997,1.0,3.242,3.0,6.0,6.0,6.0,True,0.6163333333333334,0.926,0.5551999999999999,0.1381063590936022,0.14023518212974428,0.26400305868858714,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.2,0.75,0.25,zscore,0.122,0.49,0.89,1.0,0.122,0.32694876057143324,0.49264582117496275,0.5318286117568451,0.38216666666666665,0.38216666666666665,1.0,3.476,4.0,6.0,6.0,6.0,True,0.4716666666666666,0.838,0.7101333333333332,0.1381063590936022,0.052137847244546655,0.09587077040718786,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.2,0.9,0.09999999999999998,zscore,0.104,0.448,0.882,1.0,0.104,0.29380644648571824,0.47388356755871,0.5159160156374566,0.36169999999999997,0.36169999999999997,1.0,3.6,4.0,6.0,6.0,6.0,True,0.3886666666666666,0.752,0.7778666666666666,0.1381063590936022,0.02065732089637033,0.037182183138979044,0.0
C_GRU4Rec_plus_evidence_risk,llmesr_gru4rec,0.5,1.0,0.0,zscore,0.106,0.406,0.87,1.0,0.106,0.27302086796428954,0.4652294582643837,0.5115363925884265,0.3566333333333333,0.3566333333333333,1.0,3.686,4.0,6.0,6.0,6.0,True,0.48733333333333334,0.856,0.7189333333333332,0.1381063590936022,0.011992937174465819,0.022653412349455063,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.5,0.5,0.5,zscore,0.188,0.51,0.872,1.0,0.188,0.36602086796428956,0.5157904568694186,0.5613849768192454,0.4218333333333334,0.4218333333333334,1.0,3.38,3.0,6.0,6.0,6.0,True,0.6246666666666666,0.926,0.5250666666666666,0.1381063590936022,0.11061038825056832,0.20961575224622458,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.5,0.75,0.25,zscore,0.148,0.448,0.872,1.0,0.148,0.3139734299357178,0.4889549579128763,0.5345494778627031,0.3869666666666667,0.3869666666666667,1.0,3.564,4.0,6.0,6.0,6.0,True,0.5423333333333332,0.908,0.6594666666666664,0.1381063590936022,0.05752064565736864,0.10963486904989488,0.0
D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_gru4rec,0.5,0.9,0.09999999999999998,zscore,0.11,0.412,0.876,1.0,0.11,0.2793301655000041,0.4715387558000983,0.515708447001493,0.3619666666666667,0.3619666666666667,1.0,3.65,4.0,6.0,6.0,6.0,True,0.5116666666666666,0.888,0.7037333333333331,0.1381063590936022,0.0202466795488189,0.03794685528579633,0.0
